"","X1","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration"
"3070",4067,"GuamAnaoL3","Guam","anao","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3071",4068,"GuamAnaoL3","Guam","anao","L3","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3072",4069,"GuamAnaoL3","Guam","anao","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3073",4070,"GuamAnaoL3","Guam","anao","L3","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3074",4071,"GuamAnaoL3","Guam","anao","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3075",4072,"GuamAnaoL3","Guam","anao","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3076",4073,"GuamAnaoL3","Guam","anao","L3","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3077",4074,"GuamAnaoL3","Guam","anao","L3","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3078",4075,"GuamAnaoL3","Guam","anao","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3079",4076,"GuamAnaoL3","Guam","anao","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3080",4077,"GuamAnaoL3","Guam","anao","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3081",4078,"GuamAnaoL3","Guam","anao","L3","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3082",4079,"GuamAnaoL3","Guam","anao","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3083",4080,"GuamAnaoL3","Guam","anao","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3084",4081,"GuamNblasL1","Guam","nblas","L1","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3085",4082,"GuamNblasL1","Guam","nblas","L1","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3086",4083,"GuamNblasL1","Guam","nblas","L1","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3087",4084,"GuamNblasL1","Guam","nblas","L1","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3088",4085,"GuamNblasL1","Guam","nblas","L1","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3089",4086,"GuamNblasL1","Guam","nblas","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3090",4087,"GuamNblasL1","Guam","nblas","L1","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3091",4088,"GuamNblasL1","Guam","nblas","L1","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3092",4089,"GuamNblasL1","Guam","nblas","L1","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3093",4090,"GuamNblasL1","Guam","nblas","L1","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3094",4091,"GuamNblasL1","Guam","nblas","L1","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3095",4092,"GuamNblasL1","Guam","nblas","L1","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3096",4093,"GuamNblasL1","Guam","nblas","L1","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3097",4094,"GuamNblasL1","Guam","nblas","L1","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3098",4095,"GuamNblasL1","Guam","nblas","L1","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3099",4096,"GuamNblasL1","Guam","nblas","L1","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3100",4097,"GuamNblasL2","Guam","nblas","L2","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3101",4098,"GuamNblasL2","Guam","nblas","L2","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3102",4100,"GuamNblasL2","Guam","nblas","L2","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3103",4101,"GuamNblasL2","Guam","nblas","L2","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3104",4102,"GuamNblasL2","Guam","nblas","L2","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3105",4103,"GuamNblasL2","Guam","nblas","L2","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3106",4104,"GuamNblasL2","Guam","nblas","L2","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3107",4105,"GuamNblasL2","Guam","nblas","L2","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3108",4106,"GuamNblasL2","Guam","nblas","L2","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3109",4107,"GuamNblasL2","Guam","nblas","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3110",4108,"GuamNblasL2","Guam","nblas","L2","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3111",4109,"GuamNblasL2","Guam","nblas","L2","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3112",4110,"GuamNblasL2","Guam","nblas","L2","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3113",4111,"GuamNblasL2","Guam","nblas","L2","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3114",4112,"GuamNblasL2","Guam","nblas","L2","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3115",4113,"GuamNblasL3","Guam","nblas","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3116",4114,"GuamNblasL3","Guam","nblas","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3117",4115,"GuamNblasL3","Guam","nblas","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3118",4116,"GuamNblasL3","Guam","nblas","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3119",4117,"GuamNblasL3","Guam","nblas","L3","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3120",4118,"GuamNblasL3","Guam","nblas","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3121",4119,"GuamNblasL3","Guam","nblas","L3","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3122",4120,"GuamNblasL3","Guam","nblas","L3","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3123",4121,"GuamNblasL3","Guam","nblas","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3124",4122,"GuamNblasL3","Guam","nblas","L3","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3125",4123,"GuamNblasL3","Guam","nblas","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3126",4124,"GuamNblasL3","Guam","nblas","L3","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3127",4125,"GuamNblasL3","Guam","nblas","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3128",4126,"GuamNblasL3","Guam","nblas","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3129",4127,"GuamNblasL3","Guam","nblas","L3","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3130",4128,"GuamNblasL3","Guam","nblas","L3","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3131",4129,"GuamRacetrackL1","Guam","race","L1","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3132",4130,"GuamRacetrackL1","Guam","race","L1","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3133",4131,"GuamRacetrackL1","Guam","race","L1","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3134",4133,"GuamRacetrackL1","Guam","race","L1","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3135",4134,"GuamRacetrackL1","Guam","race","L1","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3136",4135,"GuamRacetrackL1","Guam","race","L1","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3137",4137,"GuamRacetrackL1","Guam","race","L1","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3138",4138,"GuamRacetrackL1","Guam","race","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3139",4139,"GuamRacetrackL1","Guam","race","L1","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3140",4140,"GuamRacetrackL1","Guam","race","L1","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3141",4142,"GuamRacetrackL1","Guam","race","L1","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3142",4143,"GuamRacetrackL1","Guam","race","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3143",4145,"GuamRacetrackL2","Guam","race","L2","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3144",4146,"GuamRacetrackL2","Guam","race","L2","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3145",4147,"GuamRacetrackL2","Guam","race","L2","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3146",4148,"GuamRacetrackL2","Guam","race","L2","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3147",4149,"GuamRacetrackL2","Guam","race","L2","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3148",4152,"GuamRacetrackL2","Guam","race","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3149",4153,"GuamRacetrackL2","Guam","race","L2","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3150",4154,"GuamRacetrackL2","Guam","race","L2","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3151",4155,"GuamRacetrackL2","Guam","race","L2","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3152",4156,"GuamRacetrackL2","Guam","race","L2","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3153",4157,"GuamRacetrackL2","Guam","race","L2","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3154",4158,"GuamRacetrackL2","Guam","race","L2","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3155",4159,"GuamRacetrackL2","Guam","race","L2","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3156",4160,"GuamRacetrackL2","Guam","race","L2","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3157",4161,"GuamRacetrackL3","Guam","race","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3158",4163,"GuamRacetrackL3","Guam","race","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3159",4164,"GuamRacetrackL3","Guam","race","L3","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3160",4165,"GuamRacetrackL3","Guam","race","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3161",4166,"GuamRacetrackL3","Guam","race","L3","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3162",4167,"GuamRacetrackL3","Guam","race","L3","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3163",4168,"GuamRacetrackL3","Guam","race","L3","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3164",4169,"GuamRacetrackL3","Guam","race","L3","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3165",4170,"GuamRacetrackL3","Guam","race","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3166",4171,"GuamRacetrackL3","Guam","race","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3167",4172,"GuamRacetrackL3","Guam","race","L3","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3168",4173,"GuamRacetrackL3","Guam","race","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3169",4174,"GuamRacetrackL3","Guam","race","L3","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3170",4176,"GuamRacetrackL3","Guam","race","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3171",4177,"GuamRitiL1","Guam","riti","L1","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3172",4179,"GuamRitiL1","Guam","riti","L1","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3173",4181,"GuamRitiL1","Guam","riti","L1","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3174",4182,"GuamRitiL1","Guam","riti","L1","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3175",4183,"GuamRitiL1","Guam","riti","L1","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3176",4184,"GuamRitiL1","Guam","riti","L1","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3177",4185,"GuamRitiL1","Guam","riti","L1","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3178",4186,"GuamRitiL1","Guam","riti","L1","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3179",4188,"GuamRitiL1","Guam","riti","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3180",4189,"GuamRitiL1","Guam","riti","L1","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3181",4190,"GuamRitiL1","Guam","riti","L1","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3182",4191,"GuamRitiL1","Guam","riti","L1","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3183",4192,"GuamRitiL1","Guam","riti","L1","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3184",4193,"GuamRitiL2","Guam","riti","L2","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3185",4195,"GuamRitiL2","Guam","riti","L2","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3186",4197,"GuamRitiL2","Guam","riti","L2","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3187",4198,"GuamRitiL2","Guam","riti","L2","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3188",4199,"GuamRitiL2","Guam","riti","L2","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3189",4201,"GuamRitiL2","Guam","riti","L2","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3190",4202,"GuamRitiL2","Guam","riti","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3191",4203,"GuamRitiL2","Guam","riti","L2","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3192",4204,"GuamRitiL2","Guam","riti","L2","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3193",4207,"GuamRitiL2","Guam","riti","L2","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3194",4208,"GuamRitiL2","Guam","riti","L2","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3195",4209,"GuamRitiL3","Guam","riti","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3196",4210,"GuamRitiL3","Guam","riti","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3197",4211,"GuamRitiL3","Guam","riti","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3198",4213,"GuamRitiL3","Guam","riti","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3199",4214,"GuamRitiL3","Guam","riti","L3","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3200",4215,"GuamRitiL3","Guam","riti","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3201",4217,"GuamRitiL3","Guam","riti","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3202",4218,"GuamRitiL3","Guam","riti","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3203",4221,"GuamRitiL3","Guam","riti","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3204",4222,"GuamRitiL3","Guam","riti","L3","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3205",4223,"GuamRitiL3","Guam","riti","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3206",4225,"GuamSblasL1","Guam","sblas","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3207",4226,"GuamSblasL1","Guam","sblas","L1","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3208",4227,"GuamSblasL1","Guam","sblas","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3209",4228,"GuamSblasL1","Guam","sblas","L1","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3210",4229,"GuamSblasL1","Guam","sblas","L1","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3211",4230,"GuamSblasL1","Guam","sblas","L1","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3212",4231,"GuamSblasL1","Guam","sblas","L1","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3213",4232,"GuamSblasL1","Guam","sblas","L1","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3214",4233,"GuamSblasL1","Guam","sblas","L1","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3215",4234,"GuamSblasL1","Guam","sblas","L1","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3216",4235,"GuamSblasL1","Guam","sblas","L1","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3217",4236,"GuamSblasL1","Guam","sblas","L1","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3218",4237,"GuamSblasL1","Guam","sblas","L1","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3219",4238,"GuamSblasL1","Guam","sblas","L1","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3220",4239,"GuamSblasL1","Guam","sblas","L1","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3221",4240,"GuamSblasL1","Guam","sblas","L1","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3222",4241,"GuamSblasL1","Guam","sblas","L1","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3223",4242,"GuamSblasL1","Guam","sblas","L1","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3224",4243,"GuamSblasL2","Guam","sblas","L2","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3225",4244,"GuamSblasL2","Guam","sblas","L2","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3226",4245,"GuamSblasL2","Guam","sblas","L2","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3227",4246,"GuamSblasL2","Guam","sblas","L2","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3228",4247,"GuamSblasL2","Guam","sblas","L2","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3229",4248,"GuamSblasL2","Guam","sblas","L2","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3230",4249,"GuamSblasL2","Guam","sblas","L2","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3231",4250,"GuamSblasL2","Guam","sblas","L2","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3232",4251,"GuamSblasL2","Guam","sblas","L2","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3233",4252,"GuamSblasL2","Guam","sblas","L2","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3234",4253,"GuamSblasL2","Guam","sblas","L2","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3235",4254,"GuamSblasL2","Guam","sblas","L2","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3236",4255,"GuamSblasL2","Guam","sblas","L2","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3237",4257,"GuamSblasL2","Guam","sblas","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3238",4258,"GuamSblasL2","Guam","sblas","L2","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3239",4259,"GuamSblasL3","Guam","sblas","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3
"3240",4260,"GuamSblasL3","Guam","sblas","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3
"3241",4261,"GuamSblasL3","Guam","sblas","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3
"3242",4262,"GuamSblasL3","Guam","sblas","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3
"3243",4263,"GuamSblasL3","Guam","sblas","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3
"3244",4264,"GuamSblasL3","Guam","sblas","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3
"3245",4265,"GuamSblasL3","Guam","sblas","L3","y","y","Isoptera",0,2018-01-12,2018-01-15,3
"3246",4266,"GuamSblasL3","Guam","sblas","L3","w","r","Isoptera",0,2018-01-12,2018-01-15,3
"3247",4267,"GuamSblasL3","Guam","sblas","L3","w","b","Isoptera",0,2018-01-12,2018-01-15,3
"3248",4268,"GuamSblasL3","Guam","sblas","L3","w","y","Isoptera",0,2018-01-12,2018-01-15,3
"3249",4269,"GuamSblasL3","Guam","sblas","L3","y","w","Isoptera",0,2018-01-12,2018-01-15,3
"3250",4270,"GuamSblasL3","Guam","sblas","L3","b","y","Isoptera",0,2018-01-12,2018-01-15,3
"3251",4271,"GuamSblasL3","Guam","sblas","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3
"3252",4272,"GuamSblasL3","Guam","sblas","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3
"3253",4273,"GuamSblasL3","Guam","sblas","L3","b","b","Isoptera",0,2018-01-12,2018-01-15,3
"3254",4274,"GuamSblasL3","Guam","sblas","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3
"3255",4275,"SaipanForbiAL1","Saipan","forbia","L1","b","w","Isoptera",0,2018-01-17,2018-01-20,3
"3256",4276,"SaipanForbiAL1","Saipan","forbia","L1","y","y","Isoptera",0,2018-01-17,2018-01-20,3
"3257",4277,"SaipanForbiAL1","Saipan","forbia","L1","y","r","Isoptera",0,2018-01-17,2018-01-20,3
"3258",4278,"SaipanForbiAL1","Saipan","forbia","L1","r","r","Isoptera",0,2018-01-17,2018-01-20,3
"3259",4279,"SaipanForbiAL1","Saipan","forbia","L1","r","w","Isoptera",0,2018-01-17,2018-01-20,3
"3260",4280,"SaipanForbiAL1","Saipan","forbia","L1","b","y","Isoptera",0,2018-01-17,2018-01-20,3
"3261",4281,"SaipanForbiAL1","Saipan","forbia","L1","w","r","Isoptera",0,2018-01-17,2018-01-20,3
"3262",4282,"SaipanForbiAL1","Saipan","forbia","L1","b","b","Isoptera",0,2018-01-17,2018-01-20,3
"3263",4283,"SaipanForbiAL1","Saipan","forbia","L1","b","r","Isoptera",0,2018-01-17,2018-01-20,3
"3264",4284,"SaipanForbiAL1","Saipan","forbia","L1","w","y","Isoptera",0,2018-01-17,2018-01-20,3
"3265",4285,"SaipanForbiAL1","Saipan","forbia","L1","w","w","Isoptera",0,2018-01-17,2018-01-20,3
"3266",4286,"SaipanForbiAL1","Saipan","forbia","L1","y","b","Isoptera",0,2018-01-17,2018-01-20,3
"3267",4287,"SaipanForbiAL1","Saipan","forbia","L1","w","b","Isoptera",0,2018-01-17,2018-01-20,3
"3268",4288,"SaipanForbiAL1","Saipan","forbia","L1","r","y","Isoptera",0,2018-01-17,2018-01-20,3
"3269",4289,"SaipanForbiAL1","Saipan","forbia","L1","y","w","Isoptera",0,2018-01-17,2018-01-20,3
"3270",4290,"SaipanForbiAL1","Saipan","forbia","L1","r","b","Isoptera",0,2018-01-17,2018-01-20,3
"3271",4291,"SaipanForbiAL2","Saipan","forbia","L2","y","b","Isoptera",0,2018-01-17,2018-01-20,3
"3272",4292,"SaipanForbiAL2","Saipan","forbia","L2","y","y","Isoptera",0,2018-01-17,2018-01-20,3
"3273",4293,"SaipanForbiAL2","Saipan","forbia","L2","y","w","Isoptera",0,2018-01-17,2018-01-20,3
"3274",4294,"SaipanForbiAL2","Saipan","forbia","L2","y","r","Isoptera",0,2018-01-17,2018-01-20,3
"3275",4295,"SaipanForbiAL2","Saipan","forbia","L2","b","y","Isoptera",0,2018-01-17,2018-01-20,3
"3276",4296,"SaipanForbiAL2","Saipan","forbia","L2","b","b","Isoptera",0,2018-01-17,2018-01-20,3
"3277",4297,"SaipanForbiAL2","Saipan","forbia","L2","b","w","Isoptera",0,2018-01-17,2018-01-20,3
"3278",4298,"SaipanForbiAL2","Saipan","forbia","L2","b","r","Isoptera",0,2018-01-17,2018-01-20,3
"3279",4299,"SaipanForbiAL2","Saipan","forbia","L2","w","y","Isoptera",0,2018-01-17,2018-01-20,3
"3280",4300,"SaipanForbiAL2","Saipan","forbia","L2","w","b","Isoptera",0,2018-01-17,2018-01-20,3
"3281",4301,"SaipanForbiAL2","Saipan","forbia","L2","w","w","Isoptera",0,2018-01-17,2018-01-20,3
"3282",4302,"SaipanForbiAL2","Saipan","forbia","L2","w","r","Isoptera",0,2018-01-17,2018-01-20,3
"3283",4303,"SaipanForbiAL2","Saipan","forbia","L2","r","y","Isoptera",0,2018-01-17,2018-01-20,3
"3284",4304,"SaipanForbiAL2","Saipan","forbia","L2","r","b","Isoptera",0,2018-01-17,2018-01-20,3
"3285",4305,"SaipanForbiAL2","Saipan","forbia","L2","r","w","Isoptera",0,2018-01-17,2018-01-20,3
"3286",4306,"SaipanForbiAL2","Saipan","forbia","L2","r","r","Isoptera",0,2018-01-17,2018-01-20,3
"3287",4307,"SaipanForbiAL3","Saipan","forbia","L3","r","y","Isoptera",0,2018-01-17,2018-01-20,3
"3288",4308,"SaipanForbiAL3","Saipan","forbia","L3","r","b","Isoptera",0,2018-01-17,2018-01-20,3
"3289",4309,"SaipanForbiAL3","Saipan","forbia","L3","r","w","Isoptera",0,2018-01-17,2018-01-20,3
"3290",4310,"SaipanForbiAL3","Saipan","forbia","L3","r","r","Isoptera",0,2018-01-17,2018-01-20,3
"3291",4311,"SaipanForbiAL3","Saipan","forbia","L3","w","y","Isoptera",0,2018-01-17,2018-01-20,3
"3292",4312,"SaipanForbiAL3","Saipan","forbia","L3","w","b","Isoptera",0,2018-01-17,2018-01-20,3
"3293",4313,"SaipanForbiAL3","Saipan","forbia","L3","w","w","Isoptera",0,2018-01-17,2018-01-20,3
"3294",4314,"SaipanForbiAL3","Saipan","forbia","L3","b","y","Isoptera",0,2018-01-17,2018-01-20,3
"3295",4315,"SaipanForbiAL3","Saipan","forbia","L3","w","r","Isoptera",0,2018-01-17,2018-01-20,3
"3296",4316,"SaipanForbiAL3","Saipan","forbia","L3","b","w","Isoptera",0,2018-01-17,2018-01-20,3
"3297",4317,"SaipanForbiAL3","Saipan","forbia","L3","b","b","Isoptera",0,2018-01-17,2018-01-20,3
"3298",4318,"SaipanForbiAL3","Saipan","forbia","L3","b","r","Isoptera",0,2018-01-17,2018-01-20,3
"3299",4319,"SaipanForbiAL3","Saipan","forbia","L3","y","y","Isoptera",0,2018-01-17,2018-01-20,3
"3300",4320,"SaipanForbiAL3","Saipan","forbia","L3","y","b","Isoptera",0,2018-01-17,2018-01-20,3
"3301",4321,"SaipanForbiAL3","Saipan","forbia","L3","y","w","Isoptera",0,2018-01-17,2018-01-20,3
"3302",4322,"SaipanForbiAL3","Saipan","forbia","L3","y","r","Isoptera",0,2018-01-17,2018-01-20,3
"3303",4324,"SaipanForbiGridL1","Saipan","forbig","L1","y","y","Isoptera",0,2018-01-17,2018-01-20,3
"3304",4325,"SaipanForbiGridL1","Saipan","forbig","L1","y","w","Isoptera",0,2018-01-17,2018-01-20,3
"3305",4326,"SaipanForbiGridL1","Saipan","forbig","L1","b","w","Isoptera",0,2018-01-17,2018-01-20,3
"3306",4327,"SaipanForbiGridL1","Saipan","forbig","L1","b","b","Isoptera",0,2018-01-17,2018-01-20,3
"3307",4328,"SaipanForbiGridL1","Saipan","forbig","L1","r","w","Isoptera",0,2018-01-17,2018-01-20,3
"3308",4329,"SaipanForbiGridL1","Saipan","forbig","L1","b","r","Isoptera",0,2018-01-17,2018-01-20,3
"3309",4330,"SaipanForbiGridL1","Saipan","forbig","L1","r","r","Isoptera",0,2018-01-17,2018-01-20,3
"3310",4331,"SaipanForbiGridL1","Saipan","forbig","L1","y","r","Isoptera",0,2018-01-17,2018-01-20,3
"3311",4332,"SaipanForbiGridL1","Saipan","forbig","L1","b","y","Isoptera",0,2018-01-17,2018-01-20,3
"3312",4333,"SaipanForbiGridL1","Saipan","forbig","L1","w","y","Isoptera",0,2018-01-17,2018-01-20,3
"3313",4334,"SaipanForbiGridL1","Saipan","forbig","L1","r","y","Isoptera",0,2018-01-17,2018-01-20,3
"3314",4335,"SaipanForbiGridL1","Saipan","forbig","L1","r","b","Isoptera",0,2018-01-17,2018-01-20,3
"3315",4336,"SaipanForbiGridL1","Saipan","forbig","L1","w","b","Isoptera",0,2018-01-17,2018-01-20,3
